Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.08.30 07:00:00,1.75540196778E-06
2024.08.30 08:00:00,1.7590563175E-06
2024.08.30 09:00:00,1.76327682766E-06
2024.08.30 10:00:00,1.76923663275E-06
2024.08.30 11:00:00,1.77695130787E-06
2024.08.30 12:00:00,1.78451716693E-06
2024.08.30 13:00:00,1.79237190423E-06
2024.08.30 14:00:00,1.79977064363E-06
2024.08.30 15:00:00,1.80654785709E-06
2024.08.30 16:00:00,1.81227494522E-06
2024.08.30 17:00:00,1.81570487712E-06
2024.08.30 18:00:00,1.81877351224E-06
2024.08.30 19:00:00,1.82366375157E-06
2024.08.30 20:00:00,1.82843848506E-06
2024.08.30 21:00:00,1.83188774372E-06
2024.08.30 22:00:00,1.83530460163E-06
2024.08.30 23:00:00,1.83863562597E-06
2024.08.31 00:00:00,1.84195380371E-06
2024.08.31 01:00:00,1.84586269825E-06
2024.08.31 02:00:00,1.85026647159E-06
2024.08.31 03:00:00,1.85491683169E-06
2024.08.31 04:00:00,1.85933606645E-06
2024.08.31 05:00:00,1.86391150692E-06
2024.08.31 06:00:00,1.86850695627E-06
2024.08.31 07:00:00,1.87343482594E-06
2024.08.31 08:00:00,1.87839418686E-06
2024.08.31 09:00:00,1.88264266399E-06
2024.08.31 10:00:00,1.88707144844E-06
2024.08.31 11:00:00,1.89222612335E-06
2024.08.31 12:00:00,1.90032301361E-06
2024.08.31 13:00:00,1.9086901375E-06
2024.08.31 14:00:00,1.91932804228E-06
2024.08.31 15:00:00,1.93173946172E-06
2024.08.31 16:00:00,1.94265862774E-06
2024.08.31 17:00:00,1.95176698981E-06
2024.08.31 18:00:00,1.95715529117E-06
2024.08.31 19:00:00,1.9590984266E-06
2024.08.31 20:00:00,1.96020550902E-06
2024.08.31 21:00:00,1.96191308532E-06
2024.08.31 22:00:00,1.96413634512E-06
2024.08.31 23:00:00,1.96698806576E-06
2024.09.01 00:00:00,1.97036911231E-06
2024.09.01 01:00:00,1.97383678824E-06
2024.09.01 02:00:00,1.97745021069E-06
2024.09.01 03:00:00,1.98149973585E-06
2024.09.01 04:00:00,1.98590532818E-06
2024.09.01 05:00:00,1.99088276531E-06
2024.09.01 06:00:00,1.99545206669E-06
2024.09.01 07:00:00,1.99941769097E-06
2024.09.01 08:00:00,2.00367503567E-06
2024.09.01 09:00:00,2.00719910026E-06
2024.09.01 10:00:00,2.01150714929E-06
2024.09.01 11:00:00,2.01587226911E-06
2024.09.01 12:00:00,2.0209477043E-06
2024.09.01 13:00:00,2.02628143597E-06
2024.09.01 14:00:00,2.03154263545E-06
