Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.08.21 08:00:00,9.93978404999
2024.08.21 09:00:00,9.93986415863
2024.08.21 10:00:00,9.94021320343
2024.08.21 11:00:00,9.93769645691
2024.08.21 12:00:00,9.93769454956
2024.08.21 13:00:00,9.94001960754
2024.08.21 14:00:00,9.94117927551
2024.08.21 15:00:00,9.94555568695
2024.08.21 16:00:00,9.94143676758
2024.08.21 17:00:00,9.94161605835
2024.08.21 18:00:00,9.9451789856
2024.08.21 19:00:00,9.94219207764
2024.08.21 20:00:00,9.94643306732
2024.08.21 21:00:00,9.94819545746
2024.08.21 22:00:00,9.94648361206
2024.08.21 23:00:00,9.94985389709
2024.08.22 00:00:00,9.94926071167
2024.08.22 01:00:00,9.94788169861
2024.08.22 02:00:00,9.95076942444
2024.08.22 03:00:00,9.94896602631
2024.08.22 04:00:00,9.9565114975
2024.08.22 05:00:00,9.9589548111
2024.08.22 06:00:00,9.95516872406
2024.08.22 07:00:00,9.96462535858
2024.08.22 08:00:00,9.97213077545
2024.08.22 09:00:00,9.97783184052
2024.08.22 10:00:00,9.98598861694
2024.08.22 11:00:00,9.99503707886
2024.08.22 12:00:00,9.99934196472
2024.08.22 13:00:00,10.0110473633
2024.08.22 14:00:00,10.0172224045
2024.08.22 15:00:00,10.0128765106
2024.08.22 16:00:00,10.007437706
2024.08.22 17:00:00,10.0020275116
2024.08.22 18:00:00,9.99764728546
2024.08.22 19:00:00,9.98743247986
2024.08.22 20:00:00,9.98164463043
2024.08.22 21:00:00,9.9823179245
2024.08.22 22:00:00,9.97683048248
2024.08.22 23:00:00,9.97420024872
2024.08.23 00:00:00,9.9728975296
2024.08.23 01:00:00,9.97187328339
2024.08.23 02:00:00,9.97020721436
2024.08.23 03:00:00,9.9686870575
2024.08.23 04:00:00,9.96810436249
2024.08.23 05:00:00,9.96748542786
2024.08.23 06:00:00,9.96808815002
2024.08.23 07:00:00,9.97055530548
2024.08.23 08:00:00,9.97866535187
2024.08.23 09:00:00,9.98150634766
2024.08.23 10:00:00,9.97944831848
2024.08.23 11:00:00,9.97762203217
2024.08.23 12:00:00,9.97662353516
2024.08.23 13:00:00,9.97281265259
2024.08.23 14:00:00,9.97940063477
2024.08.23 15:00:00,9.96985149384
2024.08.23 16:00:00,9.96729278564
2024.08.23 17:00:00,9.96296310425
2024.08.23 18:00:00,9.96239376068
2024.08.23 19:00:00,9.96324062347
2024.08.23 20:00:00,9.96215820313
