Time [yyyy.MM.dd HH:mm:ss],OXY [g/m3]
2024.10.05 06:00:00,10.320728302
2024.10.05 07:00:00,10.3212146759
2024.10.05 08:00:00,10.3217515945
2024.10.05 09:00:00,10.3236436844
2024.10.05 10:00:00,10.3255033493
2024.10.05 11:00:00,10.3289451599
2024.10.05 12:00:00,10.3340129852
2024.10.05 13:00:00,10.3363895416
2024.10.05 14:00:00,10.34009552
2024.10.05 15:00:00,10.3418178558
2024.10.05 16:00:00,10.3395233154
2024.10.05 17:00:00,10.336769104
2024.10.05 18:00:00,10.3333301544
2024.10.05 19:00:00,10.3306236267
2024.10.05 20:00:00,10.3287582397
2024.10.05 21:00:00,10.3283414841
2024.10.05 22:00:00,10.3276958466
2024.10.05 23:00:00,10.3272800446
2024.10.06 00:00:00,10.3270721436
2024.10.06 01:00:00,10.3271398544
2024.10.06 02:00:00,10.3268966675
2024.10.06 03:00:00,10.3269224167
2024.10.06 04:00:00,10.32695961
2024.10.06 05:00:00,10.3271017075
2024.10.06 06:00:00,10.3273601532
2024.10.06 07:00:00,10.3276529312
2024.10.06 08:00:00,10.3280315399
2024.10.06 09:00:00,10.3302602768
2024.10.06 10:00:00,10.3369445801
2024.10.06 11:00:00,10.3418579102
2024.10.06 12:00:00,10.3483924866
2024.10.06 13:00:00,10.3526697159
2024.10.06 14:00:00,10.3539438248
2024.10.06 15:00:00,10.3477201462
2024.10.06 16:00:00,10.3474149704
2024.10.06 17:00:00,10.3326854706
2024.10.06 18:00:00,10.3269319534
2024.10.06 19:00:00,10.319111824
2024.10.06 20:00:00,10.3271493912
2024.10.06 21:00:00,10.3307323456
2024.10.06 22:00:00,10.3319034576
2024.10.06 23:00:00,10.3319301605
2024.10.07 00:00:00,10.3317279816
2024.10.07 01:00:00,10.3314495087
2024.10.07 02:00:00,10.332025528
2024.10.07 03:00:00,10.3330059052
2024.10.07 04:00:00,10.3335981369
2024.10.07 05:00:00,10.3336200714
2024.10.07 06:00:00,10.3349285126
2024.10.07 07:00:00,10.3343143463
2024.10.07 08:00:00,10.3346719742
