Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.09.15 00:00:00,4.21763843406E-06
2024.09.15 01:00:00,4.21361983172E-06
2024.09.15 02:00:00,4.22258926847E-06
2024.09.15 03:00:00,4.23827987106E-06
2024.09.15 04:00:00,4.25169218943E-06
2024.09.15 05:00:00,4.25496364187E-06
2024.09.15 06:00:00,4.2431647671E-06
2024.09.15 07:00:00,4.20609103458E-06
2024.09.15 08:00:00,4.14065561927E-06
2024.09.15 09:00:00,4.06305343859E-06
2024.09.15 10:00:00,3.99320151701E-06
2024.09.15 11:00:00,3.95131155528E-06
2024.09.15 12:00:00,3.960029062E-06
2024.09.15 13:00:00,4.0304862523E-06
2024.09.15 14:00:00,4.15035538026E-06
2024.09.15 15:00:00,4.290088782E-06
2024.09.15 16:00:00,4.40621579401E-06
2024.09.15 17:00:00,4.46004696641E-06
2024.09.15 18:00:00,4.45742944066E-06
2024.09.15 19:00:00,4.42076998297E-06
2024.09.15 20:00:00,4.369223916E-06
2024.09.15 21:00:00,4.3314503273E-06
2024.09.15 22:00:00,4.31951002611E-06
2024.09.15 23:00:00,4.33800141764E-06
2024.09.16 00:00:00,4.37315156887E-06
2024.09.16 01:00:00,4.41868314738E-06
2024.09.16 02:00:00,4.46953526989E-06
2024.09.16 03:00:00,4.51326104667E-06
2024.09.16 04:00:00,4.5343444981E-06
2024.09.16 05:00:00,4.52844915344E-06
2024.09.16 06:00:00,4.49991830465E-06
2024.09.16 07:00:00,4.46011381428E-06
2024.09.16 08:00:00,4.42292775915E-06
2024.09.16 09:00:00,4.39980658484E-06
2024.09.16 10:00:00,4.39163022747E-06
2024.09.16 11:00:00,4.39484892922E-06
2024.09.16 12:00:00,4.40539588453E-06
2024.09.16 13:00:00,4.42239343101E-06
2024.09.16 14:00:00,4.44466286353E-06
2024.09.16 15:00:00,4.46863123216E-06
2024.09.16 16:00:00,4.4896783038E-06
2024.09.16 17:00:00,4.50358902526E-06
2024.09.16 18:00:00,4.50891820947E-06
2024.09.16 19:00:00,4.50607876701E-06
2024.09.16 20:00:00,4.49595881946E-06
2024.09.16 21:00:00,4.48334230896E-06
2024.09.16 22:00:00,4.47115507995E-06
2024.09.16 23:00:00,4.4627618081E-06
2024.09.17 00:00:00,4.46114927399E-06
2024.09.17 01:00:00,4.46450212621E-06
2024.09.17 02:00:00,4.4676194193E-06
2024.09.17 03:00:00,4.46804460807E-06
2024.09.17 04:00:00,4.46636749984E-06
2024.09.17 05:00:00,4.46311787528E-06
2024.09.17 06:00:00,4.46003605248E-06
2024.09.17 07:00:00,4.45887781098E-06
