Time [yyyy.MM.dd HH:mm:ss],dTR1 [g/m3]
2024.08.24 17:00:00,4.32382535109E-07
2024.08.24 18:00:00,4.39149886233E-07
2024.08.24 19:00:00,4.43830657559E-07
2024.08.24 20:00:00,4.48841490197E-07
2024.08.24 21:00:00,4.52185531685E-07
2024.08.24 22:00:00,4.56142885241E-07
2024.08.24 23:00:00,4.6000766929E-07
2024.08.25 00:00:00,4.63124393946E-07
2024.08.25 01:00:00,4.67031895823E-07
2024.08.25 02:00:00,4.70872294045E-07
2024.08.25 03:00:00,4.74279772789E-07
2024.08.25 04:00:00,4.77693617995E-07
2024.08.25 05:00:00,4.81426866372E-07
2024.08.25 06:00:00,4.85232760639E-07
2024.08.25 07:00:00,4.89366982492E-07
2024.08.25 08:00:00,4.9366553867E-07
2024.08.25 09:00:00,4.98002123095E-07
2024.08.25 10:00:00,5.02311308992E-07
2024.08.25 11:00:00,5.06623223373E-07
2024.08.25 12:00:00,5.10723566549E-07
2024.08.25 13:00:00,5.1442361837E-07
2024.08.25 14:00:00,5.1776885357E-07
2024.08.25 15:00:00,5.22228219779E-07
2024.08.25 16:00:00,5.26317137428E-07
2024.08.25 17:00:00,5.31111652435E-07
2024.08.25 18:00:00,5.36590846423E-07
2024.08.25 19:00:00,5.42071063592E-07
2024.08.25 20:00:00,5.47862782696E-07
2024.08.25 21:00:00,5.53920756374E-07
2024.08.25 22:00:00,5.60326725463E-07
2024.08.25 23:00:00,5.67152255826E-07
2024.08.26 00:00:00,5.73925376557E-07
2024.08.26 01:00:00,5.80556900331E-07
2024.08.26 02:00:00,5.86842247685E-07
