Time [yyyy.MM.dd HH:mm:ss],NH4 [gN/m3]
2024.09.27 18:00:00,3.52845972884E-07
2024.09.27 19:00:00,3.52435961304E-07
2024.09.27 20:00:00,3.51973653778E-07
2024.09.27 21:00:00,3.51479087612E-07
2024.09.27 22:00:00,3.51035168933E-07
2024.09.27 23:00:00,3.50549214545E-07
2024.09.28 00:00:00,3.50065192833E-07
2024.09.28 01:00:00,3.49110791831E-07
2024.09.28 02:00:00,3.49134694488E-07
2024.09.28 03:00:00,3.48877733813E-07
2024.09.28 04:00:00,3.48443620624E-07
2024.09.28 05:00:00,3.48010416928E-07
2024.09.28 06:00:00,3.47697152847E-07
2024.09.28 07:00:00,3.47393353195E-07
2024.09.28 08:00:00,3.47051468452E-07
2024.09.28 09:00:00,3.47151939195E-07
2024.09.28 10:00:00,3.47510763277E-07
2024.09.28 11:00:00,3.47793758237E-07
2024.09.28 12:00:00,3.47845286797E-07
2024.09.28 13:00:00,3.47606885498E-07
2024.09.28 14:00:00,3.47077275364E-07
2024.09.28 15:00:00,3.46412946328E-07
2024.09.28 16:00:00,3.45781955957E-07
2024.09.28 17:00:00,3.45564956206E-07
2024.09.28 18:00:00,3.45891976394E-07
2024.09.28 19:00:00,3.45897831266E-07
2024.09.28 20:00:00,3.45396671264E-07
2024.09.28 21:00:00,3.44769432559E-07
2024.09.28 22:00:00,3.44126988239E-07
2024.09.28 23:00:00,3.43404934711E-07
2024.09.29 00:00:00,3.42754901794E-07
2024.09.29 01:00:00,3.42211137649E-07
2024.09.29 02:00:00,3.41708897622E-07
2024.09.29 03:00:00,3.41282429872E-07
2024.09.29 04:00:00,3.40814494848E-07
2024.09.29 05:00:00,3.40281530953E-07
2024.09.29 06:00:00,3.39683310813E-07
2024.09.29 07:00:00,3.39053400467E-07
2024.09.29 08:00:00,3.3846654901E-07
2024.09.29 09:00:00,3.3793781995E-07
2024.09.29 10:00:00,3.3741659422E-07
2024.09.29 11:00:00,3.36839946158E-07
2024.09.29 12:00:00,3.36229106779E-07
2024.09.29 13:00:00,3.35695943932E-07
2024.09.29 14:00:00,3.35192339662E-07
2024.09.29 15:00:00,3.3472477412E-07
2024.09.29 16:00:00,3.34283129177E-07
2024.09.29 17:00:00,3.33921263973E-07
2024.09.29 18:00:00,3.33643669137E-07
2024.09.29 19:00:00,3.33346036996E-07
2024.09.29 20:00:00,3.32988349783E-07
2024.09.29 21:00:00,3.32570692763E-07
2024.09.29 22:00:00,3.32073909703E-07
2024.09.29 23:00:00,3.31509795615E-07
2024.09.30 00:00:00,3.30884290634E-07
2024.09.30 01:00:00,3.30195177867E-07
2024.09.30 02:00:00,3.29527466647E-07
2024.09.30 03:00:00,3.28898778434E-07
2024.09.30 04:00:00,3.28251616111E-07
2024.09.30 05:00:00,3.27663684629E-07
2024.09.30 06:00:00,3.27099797914E-07
2024.09.30 07:00:00,3.26581726995E-07
2024.09.30 08:00:00,3.26073433143E-07
2024.09.30 09:00:00,3.2555695384E-07
2024.09.30 10:00:00,3.24958620013E-07
2024.09.30 11:00:00,3.24319643141E-07
2024.09.30 12:00:00,3.23737310737E-07
2024.09.30 13:00:00,3.231986625E-07
