Time [yyyy.MM.dd HH:mm:ss],NH4 [gN/m3]
2024.09.24 17:00:00,9.87972271105E-07
2024.09.24 18:00:00,9.86018221738E-07
2024.09.24 19:00:00,9.84107487056E-07
2024.09.24 20:00:00,9.82257915894E-07
2024.09.24 21:00:00,9.80432332653E-07
2024.09.24 22:00:00,9.78398588813E-07
2024.09.24 23:00:00,9.76126443675E-07
2024.09.25 00:00:00,9.73945702754E-07
2024.09.25 01:00:00,9.71766212388E-07
2024.09.25 02:00:00,9.69478151092E-07
2024.09.25 03:00:00,9.67194068835E-07
2024.09.25 04:00:00,9.64958985605E-07
2024.09.25 05:00:00,9.62698550211E-07
2024.09.25 06:00:00,9.60419811236E-07
2024.09.25 07:00:00,9.57864699558E-07
2024.09.25 08:00:00,9.55454765972E-07
2024.09.25 09:00:00,9.52854009029E-07
2024.09.25 10:00:00,9.50404682953E-07
2024.09.25 11:00:00,9.47693990838E-07
2024.09.25 12:00:00,9.45012800457E-07
2024.09.25 13:00:00,9.42271071835E-07
2024.09.25 14:00:00,9.39565893532E-07
2024.09.25 15:00:00,9.36974856813E-07
2024.09.25 16:00:00,9.34589650115E-07
2024.09.25 17:00:00,9.3229164122E-07
2024.09.25 18:00:00,9.29913426262E-07
2024.09.25 19:00:00,9.26963139136E-07
2024.09.25 20:00:00,9.22185790841E-07
2024.09.25 21:00:00,9.17263605515E-07
2024.09.25 22:00:00,9.14590373213E-07
2024.09.25 23:00:00,9.12570726541E-07
2024.09.26 00:00:00,9.10573646706E-07
2024.09.26 01:00:00,9.08635342967E-07
2024.09.26 02:00:00,9.06774801024E-07
2024.09.26 03:00:00,9.04949217784E-07
2024.09.26 04:00:00,9.03128011487E-07
2024.09.26 05:00:00,9.01323062408E-07
2024.09.26 06:00:00,8.99557107914E-07
2024.09.26 07:00:00,8.978267374E-07
2024.09.26 08:00:00,8.96070673662E-07
2024.09.26 09:00:00,8.94207232705E-07
2024.09.26 10:00:00,8.92226410087E-07
2024.09.26 11:00:00,8.90203125437E-07
2024.09.26 12:00:00,8.88035003754E-07
2024.09.26 13:00:00,8.85566635134E-07
2024.09.26 14:00:00,8.8292097189E-07
2024.09.26 15:00:00,8.80062486885E-07
2024.09.26 16:00:00,8.76845774656E-07
2024.09.26 17:00:00,8.73176702498E-07
2024.09.26 18:00:00,8.69133430115E-07
2024.09.26 19:00:00,8.65161155161E-07
2024.09.26 20:00:00,8.61897831328E-07
2024.09.26 21:00:00,8.59667352415E-07
2024.09.26 22:00:00,8.58379110014E-07
2024.09.26 23:00:00,8.58006330873E-07
2024.09.27 00:00:00,8.57461486703E-07
2024.09.27 01:00:00,8.56396241034E-07
2024.09.27 02:00:00,8.55143639455E-07
2024.09.27 03:00:00,8.53746939811E-07
2024.09.27 04:00:00,8.52327445955E-07
2024.09.27 05:00:00,8.5090181301E-07
2024.09.27 06:00:00,8.49417801874E-07
2024.09.27 07:00:00,8.47885530675E-07
2024.09.27 08:00:00,8.46300793E-07
2024.09.27 09:00:00,8.44679732381E-07
2024.09.27 10:00:00,8.42752001518E-07
2024.09.27 11:00:00,8.39495896798E-07
2024.09.27 12:00:00,8.33610101836E-07
2024.09.27 13:00:00,8.23028130981E-07
2024.09.27 14:00:00,8.13997587557E-07
2024.09.27 15:00:00,8.10542076124E-07
2024.09.27 16:00:00,8.09538960311E-07
2024.09.27 17:00:00,8.07379308299E-07
2024.09.27 18:00:00,8.03841714969E-07
2024.09.27 19:00:00,8.03134071248E-07
2024.09.27 20:00:00,8.01994588073E-07
2024.09.27 21:00:00,7.99970962362E-07
2024.09.27 22:00:00,7.98084442977E-07
2024.09.27 23:00:00,7.96867482222E-07
2024.09.28 00:00:00,7.95334472059E-07
2024.09.28 01:00:00,7.93023843926E-07
2024.09.28 02:00:00,7.89503303622E-07
2024.09.28 03:00:00,7.85243571499E-07
2024.09.28 04:00:00,7.81786127391E-07
2024.09.28 05:00:00,7.79342769874E-07
2024.09.28 06:00:00,7.77447553446E-07
2024.09.28 07:00:00,7.75565808908E-07
2024.09.28 08:00:00,7.73853798819E-07
2024.09.28 09:00:00,7.70615429246E-07
2024.09.28 10:00:00,7.66858136103E-07
2024.09.28 11:00:00,7.63692469263E-07
2024.09.28 12:00:00,7.60383670695E-07
2024.09.28 13:00:00,7.56759902742E-07
2024.09.28 14:00:00,7.53149208776E-07
2024.09.28 15:00:00,7.49659022858E-07
2024.09.28 16:00:00,7.46212265312E-07
2024.09.28 17:00:00,7.4285452456E-07
2024.09.28 18:00:00,7.39671293104E-07
2024.09.28 19:00:00,7.36585377581E-07
2024.09.28 20:00:00,7.33676927211E-07
2024.09.28 21:00:00,7.31093791728E-07
2024.09.28 22:00:00,7.28846998754E-07
2024.09.28 23:00:00,7.26658470285E-07
2024.09.29 00:00:00,7.24575897948E-07
2024.09.29 01:00:00,7.22983031665E-07
2024.09.29 02:00:00,7.21982019058E-07
2024.09.29 03:00:00,7.20469415683E-07
2024.09.29 04:00:00,7.19265756288E-07
2024.09.29 05:00:00,7.18408841749E-07
2024.09.29 06:00:00,7.17804311989E-07
2024.09.29 07:00:00,7.17112925486E-07
2024.09.29 08:00:00,7.16429838121E-07
2024.09.29 09:00:00,7.15842304544E-07
2024.09.29 10:00:00,7.15283022146E-07
2024.09.29 11:00:00,7.14601696927E-07
2024.09.29 12:00:00,7.1352468467E-07
