Time [yyyy.MM.dd HH:mm:ss],NO3 [gN/m3]
2024.10.08 09:00:00,1.34329093271E-05
2024.10.08 10:00:00,1.34328265631E-05
2024.10.08 11:00:00,1.34315960167E-05
2024.10.08 12:00:00,1.34295769385E-05
2024.10.08 13:00:00,1.34239407998E-05
2024.10.08 14:00:00,1.34212941703E-05
2024.10.08 15:00:00,1.34184620038E-05
2024.10.08 16:00:00,1.34181773319E-05
2024.10.08 17:00:00,1.34200909088E-05
2024.10.08 18:00:00,1.34230676849E-05
2024.10.08 19:00:00,1.34259662445E-05
2024.10.08 20:00:00,1.34279953272E-05
2024.10.08 21:00:00,1.34291749418E-05
2024.10.08 22:00:00,1.34299361889E-05
2024.10.08 23:00:00,1.34304718813E-05
2024.10.09 00:00:00,1.34312958835E-05
2024.10.09 01:00:00,1.34325719046E-05
2024.10.09 02:00:00,1.34343181344E-05
2024.10.09 03:00:00,1.34364881887E-05
2024.10.09 04:00:00,1.34390102176E-05
2024.10.09 05:00:00,1.34407882797E-05
2024.10.09 06:00:00,1.34425927172E-05
2024.10.09 07:00:00,1.3444090655E-05
2024.10.09 08:00:00,1.34452056955E-05
2024.10.09 09:00:00,1.34459842229E-05
2024.10.09 10:00:00,1.34462561618E-05
2024.10.09 11:00:00,1.34463543873E-05
2024.10.09 12:00:00,1.34484434966E-05
2024.10.09 13:00:00,1.34532137963E-05
2024.10.09 14:00:00,1.34634274218E-05
2024.10.09 15:00:00,1.34886140586E-05
2024.10.09 16:00:00,1.35296068038E-05
2024.10.09 17:00:00,1.35732007038E-05
2024.10.09 18:00:00,1.36000853672E-05
2024.10.09 19:00:00,1.3598924852E-05
2024.10.09 20:00:00,1.35752106871E-05
2024.10.09 21:00:00,1.35513628265E-05
2024.10.09 22:00:00,1.35242971737E-05
2024.10.09 23:00:00,1.35002337629E-05
2024.10.10 00:00:00,1.34869469548E-05
2024.10.10 01:00:00,1.34800648084E-05
2024.10.10 02:00:00,1.3476701497E-05
2024.10.10 03:00:00,1.34730589707E-05
2024.10.10 04:00:00,1.34677620736E-05
2024.10.10 05:00:00,1.34629817694E-05
2024.10.10 06:00:00,1.34598149089E-05
2024.10.10 07:00:00,1.3456706256E-05
2024.10.10 08:00:00,1.34527699629E-05
2024.10.10 09:00:00,1.34507499752E-05
2024.10.10 10:00:00,1.34486544994E-05
2024.10.10 11:00:00,1.34471447382E-05
2024.10.10 12:00:00,1.34475267259E-05
2024.10.10 13:00:00,1.34505189635E-05
2024.10.10 14:00:00,1.34572519528E-05
2024.10.10 15:00:00,1.34689698825E-05
2024.10.10 16:00:00,1.34893844006E-05
2024.10.10 17:00:00,1.35210320877E-05
2024.10.10 18:00:00,1.35603113449E-05
2024.10.10 19:00:00,1.35837935886E-05
2024.10.10 20:00:00,1.3579354345E-05
2024.10.10 21:00:00,1.35544942168E-05
2024.10.10 22:00:00,1.35166719701E-05
2024.10.10 23:00:00,1.34845795401E-05
2024.10.11 00:00:00,1.3460135051E-05
2024.10.11 01:00:00,1.34448364406E-05
2024.10.11 02:00:00,1.34378005896E-05
2024.10.11 03:00:00,1.34343163154E-05
2024.10.11 04:00:00,1.34293713927E-05
2024.10.11 05:00:00,1.34262254505E-05
2024.10.11 06:00:00,1.34218980747E-05
2024.10.11 07:00:00,1.34162492031E-05
2024.10.11 08:00:00,1.34113570311E-05
2024.10.11 09:00:00,1.34072852234E-05
2024.10.11 10:00:00,1.34036781674E-05
2024.10.11 11:00:00,1.34001693368E-05
2024.10.11 12:00:00,1.33965768327E-05
2024.10.11 13:00:00,1.33923385874E-05
2024.10.11 14:00:00,1.33898120112E-05
2024.10.11 15:00:00,1.33878202178E-05
2024.10.11 16:00:00,1.33851517603E-05
2024.10.11 17:00:00,1.3381435565E-05
2024.10.11 18:00:00,1.33782077683E-05
2024.10.11 19:00:00,1.33745988933E-05
2024.10.11 20:00:00,1.33712537718E-05
2024.10.11 21:00:00,1.33679823193E-05
2024.10.11 22:00:00,1.33637286126E-05
2024.10.11 23:00:00,1.33594930958E-05
2024.10.12 00:00:00,1.33568619276E-05
2024.10.12 01:00:00,1.33556368382E-05
2024.10.12 02:00:00,1.33523690238E-05
2024.10.12 03:00:00,1.33534995257E-05
2024.10.12 04:00:00,1.33520161398E-05
2024.10.12 05:00:00,1.3352937458E-05
2024.10.12 06:00:00,1.33553794512E-05
2024.10.12 07:00:00,1.33578669193E-05
2024.10.12 08:00:00,1.33606854433E-05
2024.10.12 09:00:00,1.33622907015E-05
2024.10.12 10:00:00,1.33621842906E-05
2024.10.12 11:00:00,1.33605944939E-05
2024.10.12 12:00:00,1.33583016577E-05
2024.10.12 13:00:00,1.33528128572E-05
2024.10.12 14:00:00,1.33449721034E-05
2024.10.12 15:00:00,1.33389194161E-05
